nct_id,brief_title,study_type,overall_status,start_date,study_first_post_date,enrollment,lead_sponsor,interventions,countries,has_results,preliminary_screening,screening_reason
NCT00789607,Fiducial Localization and Individualized Radiotherapy -Prostate Cancer,INTERVENTIONAL,COMPLETED,2008-06,2008-11-13,17,"University Health Network, Toronto",Transrectal APT Device or Transperineal Device will be used; TRUS probe,Canada,False,exclude,Oncology indication not related to transgender health
NCT03593317,Blockade of the Renin-angiotensin-aldosterone System in Patients With ARVD,INTERVENTIONAL,RECRUITING,2024-12-20,2018-07-20,120,Hospices Civils de Lyon,Spironolactone; Placebo,France,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT00188708,Effect of Casodex on Tumour Hypoxia - Prostate Cancer,INTERVENTIONAL,COMPLETED,2001-04,2005-09-16,30,"University Health Network, Toronto",hypoxia measurement,Canada,False,exclude,Oncology indication not related to transgender health
NCT04371783,A Randomized Trial Comparing the Live Birth Rate of Immediate Versus Delayed FET Following a Freeze-all Strategy,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2020-05-04,2020-05-01,828,ShangHai Ji Ai Genetics & IVF Institute,Immediate FET; Delayed FET,China,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04361175,Cost Effectiveness Analysis for Induction of Ovulation in the Polycystic Ovary Syndrome by Letrozole Versus Clomiphene Citrate,INTERVENTIONAL,UNKNOWN,2021-03,2020-04-24,212,Assiut University,Letrozole; Clomiphine Citrate,,False,exclude,Cisgender/unrelated indication
NCT06656676,WePrEP: Developing a PrEP Shared Decision-making Tool for Transgender Women,INTERVENTIONAL,RECRUITING,2025-01-29,2024-10-24,75,"University of Colorado, Denver",WePrEP: A shared decision-making tool; Active comparator: CDC recommendations for discussing PrEP,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04482920,Effect of Hormone Therapy on Renal Function,OBSERVATIONAL,COMPLETED,2021-04-15,2020-07-23,22,"University of Colorado, Denver",p-aminohippurate clearance study; Iohexol infusion,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT01720459,Effects of Micronized Trans-resveratrol Treatment on Polycystic Ovary Syndrome (PCOS) Patients,INTERVENTIONAL,UNKNOWN,2012-12,2012-11-02,40,Poznan University of Medical Sciences,Micronized trans-resveratrol; Placebo,Poland,False,exclude,Cisgender/unrelated indication
NCT07516691,Evaluation of a New Strategy to Approach the Transgender Sex Worker Populations and Their Clients for Access to a Preventive Sexual Health System Through the ORTIF Digital Teleconsultation Solution,OBSERVATIONAL,NOT_YET_RECRUITING,2026-05-01,2026-04-08,250,Assistance Publique - Hôpitaux de Paris,,France,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07358897,Gender Affirming Hormone Therapy and Immune Function in Trans Individuals - The GIFT Study,OBSERVATIONAL,NOT_YET_RECRUITING,2026-02-16,2026-01-22,500,Imperial College London,,,False,include,Transgender population and GAHT intervention/exposure identified
NCT06400199,Fertility Preservation for Transfeminine Adolescents Via Semen Cryopreservation or Testicular Sperm Extraction,OBSERVATIONAL,UNKNOWN,2022-07-01,2024-05-06,40,"Amsterdam UMC, location VUmc",,Netherlands,False,include,Transgender population and GAHT intervention/exposure identified
NCT04899193,Pergoveris FD and Liquid China BE Study,INTERVENTIONAL,COMPLETED,2021-05-08,2021-05-24,72,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Pergoveris FD; Pergoveris Liquid; Gonal-f; Luveris,China,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06405243,"Myoinositol, L-arginine and Chromium With Letrozole for Ovulation Induction in Polycystic Ovarian Syndrome Patients",INTERVENTIONAL,UNKNOWN,2024-06-30,2024-05-08,100,Beni-Suef University,Myoinositol; Chromium; l-arginine; Letrozole 2.5mg,Egypt,False,exclude,Cisgender/unrelated indication
NCT04531943,Feminizing Hormone Therapy and the Rectal Mucosa Immune Environment in Transgender Women,OBSERVATIONAL,COMPLETED,2020-10-01,2020-08-31,285,Emory University,Estrogen; Estrogen plus Progesterone,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT06530992,The Effect of Tucking on Semen Quality of Adult Trans Women,OBSERVATIONAL,RECRUITING,2024-07-17,2024-07-31,40,Medical University Innsbruck,tucking break,Austria,False,include,Transgender population and GAHT intervention/exposure identified
NCT03060785,Finding the Right Tenofovir/Emtricitabine Regimen for Pre-Exposure Prophylaxis (PrEP) in Transgender Women,INTERVENTIONAL,COMPLETED,2016-03-08,2017-02-23,16,Johns Hopkins University,Tenofovir Disoproxil Fumarate/Emtricitabine,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT03516747,Preoperational Fine Needle Aspiration of Pathological Parathyroid Gland,INTERVENTIONAL,WITHDRAWN,2018-06-09,2018-05-04,0,"HaEmek Medical Center, Israel",pre operative parathyroid hormone level measurement; pre operative parathyroid cytology; parathyroid hormone level measurement; parathyroid cytology,Israel,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07624747,Brain Health in Transgender Adults,OBSERVATIONAL,RECRUITING,2025-10-14,2026-06-03,72,"University of Wisconsin, Madison",Magnetic Resonance Imaging; Cognition and Health Tests; Optional Exercise Test,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT06537765,Combined Effect of Therapeutic Ultrasound and Trans Cutaneous Electrical Nerve Stimulation on Endometriosis,INTERVENTIONAL,NOT_YET_RECRUITING,2024-08-10,2024-08-05,45,Cairo University,Medical treatment; Therapeutic ultrasound (US); Transcutaneous electrical nerve stimulation (TENS),,False,exclude,Cisgender/unrelated indication
NCT06581679,Adenomyosis and Pregnancy: Levonorgestrel vs. GnRH for Blastocyst Transfer,INTERVENTIONAL,COMPLETED,2023-12-15,2024-09-03,184,Zagazig University,Triptorelin; levonorgestrel-releasing intrauterine system; frozen embryo transfer,Egypt,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03637920,Sexuality in Transmen During Hormone and Operative Treatment,OBSERVATIONAL,UNKNOWN,2018-07-30,2018-08-20,160,Medical University of Graz,,Austria,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05166668,Letrozole /GnRH Antagonist Protocol in Women Over 40 Years Undergoing ICSI Cycle,INTERVENTIONAL,COMPLETED,2021-11-01,2021-12-22,200,Menoufia University,Letrozole 2.5mg tablet,Egypt,False,exclude,Cisgender/unrelated indication
NCT00887380,STARS Breast Trial (Study of Anastrozole and Radiotherapy Sequencing),INTERVENTIONAL,UNKNOWN,2009-09-16,2009-04-24,2023,Trans Tasman Radiation Oncology Group,Pre-radiotherapy commencement of anastrozole; Radiotherapy; Post radiotherapy commencement of anastrozole,Australia; New Zealand,False,exclude,Oncology indication not related to transgender health
NCT04374708,Gender Identity and Own Body Perception,OBSERVATIONAL,TERMINATED,2018-02-22,2020-05-05,132,"University of California, Los Angeles",fMRI,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT02936258,PRostate Evaluation for Clinically Important Disease: MRI vs Standard Evaluation Procedures,INTERVENTIONAL,UNKNOWN,2016-11,2016-10-18,450,Canadian Urology Research Consortium,Standard of Care; MRI; MRI Targeted Biopsy,Canada,False,exclude,Oncology indication not related to transgender health
NCT00684606,Transcervical Foley Catheter With or Without Oxytocin for Induction of Labor,INTERVENTIONAL,UNKNOWN,2008-05,2008-05-26,120,Sheba Medical Center,Oxytocin IV,Israel,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT02983110,Sex Hormone Therapy and Mucosal Tissues,OBSERVATIONAL,COMPLETED,2016-11,2016-12-06,12,"University of North Carolina, Chapel Hill",Anoscopy with Rectal Tissue Sampling; Phlebotomy; Female Genital Tract Sampling,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04478760,Trans & Non-binary Reference Intervals While on Hormone Therapy Study,OBSERVATIONAL,COMPLETED,2021-04-13,2020-07-21,250,King's College Hospital NHS Trust,,United Kingdom,False,include,Transgender population and GAHT intervention/exposure identified
NCT05863676,Ovarian Tissue Cryopreservation in the Setting of Gender-affirming Therapy,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2020-07-14,2023-05-18,20,University of Pittsburgh,Oophorectomy; Infectious Disease Testing,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT06854965,Cohort Study on Factors Associated with the Evolution of Quality of Life Among Transgender Individuals in the French Population,OBSERVATIONAL,NOT_YET_RECRUITING,2025-02-28,2025-03-03,1500,CNGE Conseil,,France,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06774053,Swiss ProspectivE Cohort of TRAnsgender and Gender Diverse Individuals - The SPECTRA Study,OBSERVATIONAL,RECRUITING,2026-04-20,2025-01-14,600,"University Hospital, Basel, Switzerland",Group A (start of GAHT); Group B (on-going GAHT); Group C (GAS),Switzerland,False,include,Transgender population and GAHT intervention/exposure identified
NCT00544882,A Study to Evaluate Hormone Patterns and Ovarian Follicular Activity With DR-1021,INTERVENTIONAL,COMPLETED,2007-10-31,2007-10-16,61,"Teva Branded Pharmaceutical Products R&D, Inc.",DR-1021; Mircette®; Kariva®,United States,True,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05787470,State of Hormones Impact Nociceptive Expression,OBSERVATIONAL,RECRUITING,2023-03-01,2023-03-28,120,University of Alabama at Birmingham,Quantative sensory testing; Blood Draw,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03789331,Anogenital Distance Differences Between Transgender Males and Female Individuals,OBSERVATIONAL,UNKNOWN,2019-04-01,2018-12-28,150,Uludag University,Anogenital distance measurement,Turkey (Türkiye),False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT01354977,Effect of Resveratrol on Age-related Insulin Resistance and Inflammation in Humans,INTERVENTIONAL,COMPLETED,2008-03,2011-05-17,20,Albert Einstein College of Medicine,Resveratrol,United States,True,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05116293,Effect of Testosterone Treatment on Drug Metabolism and Transport,OBSERVATIONAL,COMPLETED,2021-05-01,2021-11-11,14,University of Washington,Midazolam oral solution; Digoxin Oral Tablet; Acetaminophen Oral Tablet,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT02550431,Trans Health: Evaluation of Markers of Cardio-metabolic Health and Well-being in Transgender Youth,OBSERVATIONAL,COMPLETED,2016-03,2015-09-15,58,"University of Colorado, Denver",,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT06807580,Progesterone in Gender Affirming Hormone Therapy Study,INTERVENTIONAL,RECRUITING,2025-05-12,2025-02-04,40,Emory University,Placebo; Progesterone,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT07699159,Cohort Network for Adolescents and Youth With multipLe Mental Health Conditions,OBSERVATIONAL,RECRUITING,2025-03-04,2026-07-13,1620,Centre for Addiction and Mental Health,,Canada,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07759518,Letrozole High Dose (10 mg) Compared to Letrozole Low Dose( 5 mg) for Ovarian Stimulation in Infertile Women With Polycystic Ovary Syndrome,INTERVENTIONAL,COMPLETED,2025-02-01,2026-08-12,86,Mst.Sumyara Khatun,Tab.Letrozole 10 mg for 5 days; Tab.Letrozole 5mg for 5 days,Bangladesh,False,exclude,Cisgender/unrelated indication
NCT06391034,"Magnetic Resonance (MR) Imaging With Hyperpolarized 13C-Pyruvate +/- 13C,15N-Urea in Patients With Prostate Cancer",INTERVENTIONAL,RECRUITING,2024-09-24,2024-04-30,161,"Robert Bok, MD, PhD",hyperpolarized pyruvate +/-urea (13C/15N); Non-investigational External beam radiotherapy (EBRT); Radiotherapy (RT); Multi-parametric magnetic resonance imaging (mpMRI); Non-interventional hormone therapy; Prostate Biopsy,United States,False,exclude,Oncology indication not related to transgender health
NCT05934877,ASK-PrEP (Assistance Services Knowledge-PrEP),INTERVENTIONAL,TERMINATED,2023-05-11,2023-07-07,152,"Friends Research Institute, Inc.",PrEP navigation + text messaging; Standard of Care; Contingency Management,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04482374,Puberty Suppression and Cardiometabolic Health,OBSERVATIONAL,RECRUITING,2020-08-10,2020-07-22,30,"University of Colorado, Denver",,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT04283656,Evaluating Drug Interactions Between Doravirine With Estradiol and Spironolactone in Healthy Transgender Women,INTERVENTIONAL,COMPLETED,2022-01-04,2020-02-25,8,Thomas Jefferson University,Doravirine/Lamivudine/Tenofovir; Spironolactone 100mg; Estradiol 2mg; Placebo,United States,True,include,Transgender population and GAHT intervention/exposure identified
NCT01662466,Effect of Testosterone Treatment on Embryo Quality,INTERVENTIONAL,UNKNOWN,2012-07-01,2012-08-10,180,Center for Human Reproduction,Testosterone cream (0.5mg per gram); DHEA; Placebo,United States,False,exclude,Cisgender/unrelated indication
NCT04568096,Combination of Chemopreventive Agents (All- Trans Retinoic Acid and Tamoxifen) as Potential Treatment for the Lung Complication of COVID-19,INTERVENTIONAL,UNKNOWN,2020-11,2020-09-29,160,Kafrelsheikh University,Aerosolized All-Trans Retinoic acid plus oral Tamoxifen; Standard treatment,,False,exclude,Cisgender/unrelated indication
NCT06022562,Effects of Gender-affirming Hormone Therapy on Transgender People,OBSERVATIONAL,COMPLETED,2024-01-08,2023-09-05,227,National Taiwan University,,Taiwan,False,include,Transgender population and GAHT intervention/exposure identified
NCT07509827,Evaluation of mHealth Intervention to Promote HIV Prevention and Overcome Stigma Among Transgender Women (EMPOW.HER),INTERVENTIONAL,RECRUITING,2024-08-01,2026-04-03,108,"Institute of HIV Research and Innovation Foundation, Thailand",Mobile Healthy Choices (mHC)+SPC; FRESH + SPC; mHC + FRESH + SPC,Thailand,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03651427,Cross-sex Hormone Therapy and Neuronal Plasticity,INTERVENTIONAL,UNKNOWN,2017-02-13,2018-08-29,30,Hospital de Clinicas de Porto Alegre,Estradiol,Brazil,False,include,Transgender population and GAHT intervention/exposure identified
NCT05454579,The South-East Asian Transgender Health Cohort,OBSERVATIONAL,COMPLETED,2022-12-02,2022-07-12,450,"Institute of HIV Research and Innovation Foundation, Thailand",,Philippines; Thailand; Vietnam,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06234488,Multi-Institutional Transgender & Gender-Diverse Breast Cancer Study,OBSERVATIONAL,ACTIVE_NOT_RECRUITING,2023-12-08,2024-01-31,125,Medical College of Wisconsin,,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03088631,Metformin in Intracytoplasmic Sperm Injection Cycles,INTERVENTIONAL,COMPLETED,2017-03-01,2017-03-23,320,Assiut University,Metformin; Placebo,Egypt,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05455398,Establishment of a Trans-round Window Inner Ear Continuous Drug Delivery System for the Treatment of Severe-to-profound Sudden Sensorineural Hearing Loss,INTERVENTIONAL,UNKNOWN,2021-04-01,2022-07-13,218,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Surgical treatment of round window niche enlargement via round window for inner ear drug delivery; Drum chamber drug injection,China,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04867798,Transgender Men and HIV in Uganda: PrEP Uptake and Persistence,OBSERVATIONAL,COMPLETED,2021-09-16,2021-04-30,75,Makerere University,Lamivudine-Tenofovir 300 Mg-300 Mg Oral Tablet,Uganda,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03864913,Comparing Subcutaneous Testosterone to Intramuscular Testosterone in Gender Affirming Care of Transgender Male Adolescents,INTERVENTIONAL,COMPLETED,2018-01-26,2019-03-06,26,Oregon Health and Science University,Testosterone injection; PedsQL questionnarie; Masculinizing effects questionnaire; Medication experience questionnaire,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT01858194,REnal Sympathetic dEnervaTion as an a Adjunct to Catheter-based VT Ablation,INTERVENTIONAL,COMPLETED,2013-03,2013-05-21,21,Vivek Reddy,Renal sympathetic denervation; VT ablation alone,Czechia; United States,True,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03476356,L-Carnitine and Clomiphene Citrate for Induction of Ovulation in Women With Polycystic Ovary Syndrome,INTERVENTIONAL,COMPLETED,2017-11-01,2018-03-26,106,Ain Shams University,oral clomiphene citrate; oral carnitine supplementation,Egypt,False,exclude,Cisgender/unrelated indication
NCT06332742,Real-world Evaluation of Qingxin Zishen Decoction on Ovarian Reserve Function Clinical Efficacy in Patients With Decreased,OBSERVATIONAL,RECRUITING,2023-11-01,2024-03-27,178,Yun Chen,,China,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06487754,New-onset Chronic Pelvic Pain in Transgender People Using Testosterone Therapy: an Exploratory Qualitative Study.,OBSERVATIONAL,RECRUITING,2024-09-27,2024-07-05,15,"University Hospital, Grenoble",,France,False,include,Transgender population and GAHT intervention/exposure identified
NCT06005610,Estradiol Therapy In Transgender Women to Research Interactions With HIV Therapy,INTERVENTIONAL,TERMINATED,2024-01-04,2023-08-22,93,National Institute of Allergy and Infectious Diseases (NIAID),Estradiol,Mexico; Peru; Thailand; United States,True,include,Transgender population and GAHT intervention/exposure identified
NCT06733350,Testosterone Replacement Therapy for the Treatment of Low Testosterone in Hypogonadal Men With Localized Prostate Cancer on Active Surveillance,INTERVENTIONAL,RECRUITING,2025-01-15,2024-12-13,600,Roswell Park Cancer Institute,Biopsy of Prostate; Biospecimen Collection; Magnetic Resonance Imaging; Patient Observation; Questionnaire Administration; Therapeutic Testosterone,United States,False,exclude,Oncology indication not related to transgender health
NCT03757117,Gender-Affirmative Transgender Care to Improve the HIV Treatment Cascade,INTERVENTIONAL,COMPLETED,2016-10-01,2018-11-28,220,"Asociación Civil Impacta Salud y Educación, Peru",Feminizing hormone therapy; Peer navigation,Peru,False,include,Transgender population and GAHT intervention/exposure identified
NCT02229617,Subcutaneous Testosterone Project,INTERVENTIONAL,COMPLETED,2015-07,2014-09-01,14,University of British Columbia,Subcutaneous testosterone,Canada,False,include,Transgender population and GAHT intervention/exposure identified
NCT02119377,First Australian National Trans Mental Health Study,OBSERVATIONAL,COMPLETED,2013-08,2014-04-21,946,Curtin University,questionnaire,Australia,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07145281,"Comparing the Effects of Sublingual Estradiol Treatment Versus Oral Estradiol With Cyproterone Acetate (CPA) Treatment on The Coagulation System in Transgender Women: A Prospective, Controlled Cohort Study",INTERVENTIONAL,COMPLETED,2022-11-10,2025-08-28,30,Tel-Aviv Sourasky Medical Center,"Estradiol (E2); Cyproterone Acetate (Androcur, BAY94-8367)",Israel,False,include,Transgender population and GAHT intervention/exposure identified
NCT04414748,Comparison of the Euploid Rate of Blastocyst Between PPOS and GnRH Antagonist Protocol in Patients Undergoing PGT-A,INTERVENTIONAL,COMPLETED,2020-06-10,2020-06-04,400,ShangHai Ji Ai Genetics & IVF Institute,GnRH antagonist; oral Duphaston,China,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06741319,Behavioral and Psychosocial Characteristics of Clients Accessing Services at IHRI,OBSERVATIONAL,RECRUITING,2013-07-02,2024-12-18,300000,"Institute of HIV Research and Innovation Foundation, Thailand",Demographic characteristics; Social and sexual behaviors; Psychosocial characteristics; Clinical characteristics; Referral and linkage to care for HIV-positive clients; Characteristics associated with service implementation,Thailand,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06245681,"Effects of Cross-sex Hormone Treatment on Cardiac Function, Myocardial and Hepatic Fat Content",OBSERVATIONAL,RECRUITING,2017-10-20,2024-02-07,40,Medical University of Vienna,gender affirming hormone therapy,Austria,False,include,Transgender population and GAHT intervention/exposure identified
NCT00831233,Symptomatic Study Investigating Degarelix in Patients Suffering From Prostate Cancer,INTERVENTIONAL,TERMINATED,2009-04,2009-01-28,42,Ferring Pharmaceuticals,Degarelix; Goserelin; Bicalutamide,Germany; Spain; United Kingdom,True,exclude,Oncology indication not related to transgender health
NCT01880489,Multicomponent Intervention to Reduce Sexual Risk and Substance Use,INTERVENTIONAL,COMPLETED,2013-06,2013-06-19,143,Hunter College of City University of New York,MI + CBST Intervention,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT00146146,Testosterone and Its Metabolites in GID,INTERVENTIONAL,COMPLETED,2005-05,2005-09-05,15,Unita Complessa di Ostetricia e Ginecologia,testosterone undecanoate alone; testosterone undecanoate plus letrozole; testosterone undecanoate plus dutasteride,Italy,False,include,Transgender population and GAHT intervention/exposure identified
NCT05649943,Multimodal Approach in Patients With mHSPC. Randomized Trial of APA+ADT vs APA-ADT and Local Treatment,INTERVENTIONAL,RECRUITING,2023-03-01,2022-12-14,566,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",APA + ADT; Local Treatmetn RT or RP,Italy,False,exclude,Oncology indication not related to transgender health
NCT00766857,Effects of Exenatide in Type 2 Diabetic Patients With Congestive Heart Failure,INTERVENTIONAL,COMPLETED,2009-05,2008-10-06,27,"Amsterdam UMC, location VUmc",exenatide; Insulin glargine,Netherlands,False,exclude,Cisgender/unrelated indication
NCT06615401,Understanding Perceived Access and Receipt of Gender-affirming Treatments Among Transgender Veterans,OBSERVATIONAL,COMPLETED,2024-10-01,2024-09-26,986,VA Office of Research and Development,,United States,True,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06670053,"Puberty, Testosterone, and Brain Development",OBSERVATIONAL,RECRUITING,2024-12-31,2024-11-01,100,"University of Colorado, Denver",Testosterone,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT04077151,"Transgender Youth and PrEP: PK, Safety, Uptake & Adherence - Demonstration Project",INTERVENTIONAL,COMPLETED,2022-03-14,2019-09-04,51,Hektoen Institute for Medical Research,PrEP Demonstration Project,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03270969,A Pharmacokinetic Evaluation of Tenofovir/Emtricitabine as HIV Pre-Exposure Prophylaxis in Transgender Women,INTERVENTIONAL,COMPLETED,2018-01-05,2017-09-01,15,University of Nebraska,Tenofovir Disoproxil Fumarate/Emtricitabine,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT04736797,Transition in Transgender,OBSERVATIONAL,UNKNOWN,2020-11-27,2021-02-03,200,RWTH Aachen University,,Germany,False,include,Transgender population and GAHT intervention/exposure identified
NCT02380027,PRostate Evaluation for Clinically Important Disease: Sampling Using Image-guidance Or Not?,INTERVENTIONAL,COMPLETED,2016-01,2015-03-05,500,"University College, London",MRI; MRI-targeted biopsy; TRUS-biopsy,United Kingdom,False,exclude,Oncology indication not related to transgender health
NCT05487794,Effect of Dose Fractionation of Testosterone Cypionate on Transgender Men with Erythrocytosis,INTERVENTIONAL,COMPLETED,2022-09-01,2022-08-04,46,University of Sao Paulo,Testosterone Cypionate 100 MG/ML,Brazil,False,include,Transgender population and GAHT intervention/exposure identified
NCT01523483,Vaginal Progesterone for Prevention of Preterm Birth After an Episode of Preterm Labor,INTERVENTIONAL,COMPLETED,2012-03,2012-02-01,30,University Medical Centre Ljubljana,Progesterone; placebo vaginal capsules,Slovenia,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT03465852,HIV Prevention Among Latina Transgender Women Who Have Sex With Men: Evaluation of a Locally Developed Intervention,INTERVENTIONAL,COMPLETED,2019-07-15,2018-03-14,144,Centers for Disease Control and Prevention,ChiCAS,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04742816,Renal Effects of Hormones/Biomarkers in Transgender PrEP Recipients,INTERVENTIONAL,COMPLETED,2020-09-17,2021-02-08,42,"University of California, San Diego",IHX-CL measurements; Iohexol,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06987045,Trans and Non-binary Prostate-Specific Antigen Reference Interval Determination Study,OBSERVATIONAL,RECRUITING,2026-04-04,2025-05-23,500,Queen Mary University of London,,United Kingdom,False,include,Transgender population and GAHT intervention/exposure identified
NCT05334888,Sex-differential Host-microbiome CVD Risk - A Longitudinal Cohort Approach,OBSERVATIONAL,RECRUITING,2022-08-29,2022-04-19,200,"Charite University, Berlin, Germany",,Germany,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04066283,Effects of Aging and Gender-Affirming Hormone Therapy on Vascular Endothelial Function and Metabolic Profiles in Transgender Women,OBSERVATIONAL,COMPLETED,2019-04-17,2019-08-26,29,"University of Colorado, Denver",No intervention,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT03120936,The Stay Study: A Demonstration Project Advancing PrEP Delivery in the San Francisco Bay Area Transgender Community,INTERVENTIONAL,COMPLETED,2017-08-08,2017-04-19,158,"Public Health Foundation Enterprises, Inc.",Emtricitabine / Tenofovir Disoproxil Oral Tablet; PrEP support,United States,False,include,Transgender population and GAHT intervention/exposure identified
NCT04708600,Effectiveness of Speech Therapy in Trans Women.,INTERVENTIONAL,COMPLETED,2019-09-01,2021-01-14,78,University Ghent,Pitch Elevation Therapy; Articulation Resonance Therapy; Sham therapy,Belgium,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04028219,Transgender In Transition,OBSERVATIONAL,RECRUITING,2019-05-15,2019-07-22,750,Universitätsklinikum Hamburg-Eppendorf,Online surveys,Germany; Switzerland,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT05529862,"Trans-RosaLEE Study: a Biomarker-directed, Translational Study",INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2023-06-20,2022-09-07,115,Institut Paoli-Calmettes,Pre-treatment biopsy; Post treatment biopsy; Pre treatment blood sampling; Post treatment blood sampling,France,False,exclude,Oncology indication not related to transgender health
NCT04460963,Role of Adrenomedullin in Leukemic Endosteal/Vascular Niches,INTERVENTIONAL,ACTIVE_NOT_RECRUITING,2021-06-09,2020-07-08,72,Gruppo Italiano Malattie EMatologiche dell'Adulto,Adrenomedullin,Italy,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT04508231,Metabolic Consequences of Cross-sex Hormonal Treatment,OBSERVATIONAL,UNKNOWN,2020-07-24,2020-08-11,98,"Central Hospital, Nancy, France",Gender-affirming hormone therapy,France,False,include,Transgender population and GAHT intervention/exposure identified
NCT04203381,Skeletal Health and Bone Marrow Composition Among Youth,INTERVENTIONAL,TERMINATED,2020-09-15,2019-12-18,78,"Amy DiVasta, MD",GnRH Agonist,United States,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT07481942,Body Composition Assessment in Transgender Population.,OBSERVATIONAL,COMPLETED,2017-01-01,2026-03-19,70,Celia Bañuls,gender affirming hormone therapy,Spain,False,include,Transgender population and GAHT intervention/exposure identified
NCT03445910,Intrauterine Injection of Human Chorionic Gonadotrophin and Pregnancy Rate in ICSI,INTERVENTIONAL,COMPLETED,2018-02-20,2018-02-26,100,Ain Shams University,Human chorionic gonadotropin,Egypt,False,exclude,Cisgender/unrelated indication
NCT05230979,"Evaluation of Common Bean Baked Snack Consumption on Subjective Satiety, Energy Intake and Glycemic Response in People With Overweight and Normal Weight",INTERVENTIONAL,COMPLETED,2021-11-15,2022-02-09,18,"Centro Universitario de Ciencias de la Salud, Mexico",Common bean baked snack; Cooked beans; White bread; Anhydrous glucose (first session) (for glycemic index determination); Anhydrous glucose (second session) (for glycemic index determination); Common bean baked snack (for glycemic index determination),Mexico,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
NCT06357130,Gynaecological Care for Transgender People in France in 2024.,OBSERVATIONAL,COMPLETED,2024-06-03,2024-04-10,246,"University Hospital, Bordeaux",Questionnaire,France,False,exclude,Does not explicitly meet both criteria (Trans population + GAHT)
